Brand,Website,Uploads,Subcribers,VideoViews,country,ChannelType,UserCreated,subscriberOverTime,videoOverTime
LUISAVIAROMA,Youtube,1274,6.84K,28077174,IT,howto,"Dec 29th, 2006","[[1675227600000,6690],[1672549200000,6420],[1669870800000,6420],[1667275200000,6130],[1664596800000,6130],[1662004800000,6120],[1659326400000,6090],[1656648000000,6080],[1654056000000,6070],[1651377600000,6070],[1648785600000,6060],[1646110800000,6050],[1643691600000,6050],[1641013200000,6030],[1638334800000,6020],[1635739200000,5990],[1633060800000,5980],[1630468800000,5970],[1627790400000,5960],[1625112000000,5950],[1622520000000,5950],[1619841600000,5930],[1617249600000,5940],[1614574800000,5930],[1612155600000,5920],[1609477200000,5890],[1606798800000,5880],[1604203200000,5860],[1601524800000,5850],[1598932800000,5830],[1596254400000,5820],[1593576000000,5800],[1590984000000,5800],[1588392000000,5780],[1585713600000,5750],[1583038800000,5740]]","[[1675227600000,27599788],[1672549200000,25849975],[1669870800000,25841572],[1667275200000,24217847],[1664596800000,24213834],[1662004800000,24208796],[1659326400000,23991999],[1656648000000,23942646],[1654056000000,23843916],[1651377600000,23788937],[1648785600000,23764052],[1646110800000,23739107],[1643691600000,23534668],[1641013200000,22080619],[1638334800000,21555382],[1635739200000,20546218],[1633060800000,19201061],[1630468800000,17974141],[1627790400000,16973899],[1625112000000,16576456],[1622520000000,16085313],[1619841600000,15668283],[1617249600000,14907792],[1614574800000,14901784],[1612155600000,14895823],[1609477200000,14889641],[1606798800000,14882444],[1604203200000,14876134],[1601524800000,14869744],[1598932800000,14863516],[1596254400000,14856915],[1593576000000,14849996],[1590984000000,14842373],[1588392000000,14155105],[1585713600000,12071676],[1583038800000,12063690]]"
