ProductURL,MainCategory,Brand,BrandTotalProducts,ProductCategory,ProductSubCategory,ProductSubsubCategory,ProductName,ProductPrice
https://www.net-a-porter.com/en-us/shop/product/brunello-cucinelli/lifestyle/tableware/set-of-two-silver-and-horn-serving-spoons/29419655932738160,Home,Brunello Cucinelli,207 Results,Home,Tableware,N/A,Set of two silver and horn serving spoons,645
https://www.net-a-porter.com/en-us/shop/product/brunello-cucinelli/shoes/flat/bead-embellished-suede-slides/6630340696517660,Shoes,Brunello Cucinelli,207 Results,Shoes,Sandals,Flat Sandals,Bead-embellished suede slides,995
https://www.net-a-porter.com/en-us/shop/product/brunello-cucinelli/accessories/collectables/set-of-two-glazed-ceramic-plates/13452677150094129,Home,Brunello Cucinelli,207 Results,Home,Tableware,N/A,Set of two glazed ceramic plates,380
https://www.net-a-porter.com/en-us/shop/product/brunello-cucinelli/clothing/cardigans/cable-knit-alpaca-and-cotton-blend-cardigan/1647597303765928,Clothing,Brunello Cucinelli,207 Results,Clothing,Knitwear,Cardigan,Cable-knit alpaca and cotton-blend cardigan,1495
https://www.net-a-porter.com/en-us/shop/product/brunello-cucinelli/accessories/collectables/set-of-two-glazed-ceramic-bowls/13452677150094879,Home,Brunello Cucinelli,207 Results,Home,Tableware,N/A,Set of two glazed ceramic bowls,380
https://www.net-a-porter.com/en-us/shop/product/brunello-cucinelli/accessories/throws/sequin-embellished-ribbed-cashmere-and-silk-blend-down-cushion/24772899113509082,Home,Brunello Cucinelli,207 Results,Home,Throws and Cushions,N/A,Sequin-embellished ribbed cashmere and silk-blend down cushion,945
https://www.net-a-porter.com/en-us/shop/product/brunello-cucinelli/clothing/round-neck/cropped-ombre-sequined-knitted-sweater/1647597295028910,Clothing,Brunello Cucinelli,207 Results,Clothing,Knitwear,Sweater,Cropped ombré sequined knitted sweater,5500
https://www.net-a-porter.com/en-us/shop/product/brunello-cucinelli/clothing/straight-leg/bead-embellished-pleated-wool-straight-leg-pants/1647597295028906,Clothing,Brunello Cucinelli,207 Results,Clothing,Pants,Straight Leg,Bead-embellished pleated wool straight-leg pants,1750
https://www.net-a-porter.com/en-us/shop/product/brunello-cucinelli/lifestyle/tableware/leather-steel-and-stone-serving-board/1647597303756376,Home,Brunello Cucinelli,207 Results,Home,Tableware,N/A,"Leather, steel and stone serving board",1450
https://www.net-a-porter.com/en-us/shop/product/brunello-cucinelli/accessories/throws/fringed-cashmere-blanket/13452677152189896,Home,Brunello Cucinelli,207 Results,Home,Throws and Cushions,N/A,Fringed cashmere blanket,2395
https://www.net-a-porter.com/en-us/shop/product/brunello-cucinelli/accessories/cushions/shearling-and-leather-cushion/1647597283559019,Home,Brunello Cucinelli,207 Results,Home,Throws and Cushions,N/A,Shearling and leather cushion,1950
https://www.net-a-porter.com/en-us/shop/product/brunello-cucinelli/clothing/cardigans/ribbed-wool-cashmere-and-silk-blend-cardigan/1647597295028948,Clothing,Brunello Cucinelli,207 Results,Clothing,Knitwear,Cardigan,"Ribbed wool, cashmere and silk-blend cardigan",5600
https://www.net-a-porter.com/en-us/shop/product/brunello-cucinelli/accessories/throws/ribbed-cashmere-down-cushion/24772899113509081,Home,Brunello Cucinelli,207 Results,Home,Throws and Cushions,N/A,Ribbed cashmere down cushion,725
https://www.net-a-porter.com/en-us/shop/product/brunello-cucinelli/clothing/midi-dresses/belted-cotton-blend-poplin-midi-dress/1647597303765886,Clothing,Brunello Cucinelli,207 Results,Clothing,Dresses,Midi Dresses,Belted cotton-blend poplin midi dress,2995
https://www.net-a-porter.com/en-us/shop/product/brunello-cucinelli/clothing/wide-leg/crinkled-cotton-blend-wide-leg-pants/1647597303765894,,Brunello Cucinelli,207 Results,N/A,N/A,N/A,Crinkled cotton-blend wide-leg pants,2250
https://www.net-a-porter.com/en-us/shop/product/brunello-cucinelli/clothing/midi-dresses/cotton-poplin-midi-shirt-dress/1647597303556970,Clothing,Brunello Cucinelli,207 Results,Clothing,Dresses,Midi Dresses,Cotton-poplin midi shirt dress,4295
https://www.net-a-porter.com/en-us/shop/product/brunello-cucinelli/accessories/decorative-objects/glass-and-walnut-wood-bottle/1647597283559018,Home,Brunello Cucinelli,207 Results,Home,Decorative Objects,N/A,Glass and walnut wood bottle,1950
https://www.net-a-porter.com/en-us/shop/product/brunello-cucinelli/shoes/low-top/shearling-lined-nubuck-sneakers/1647597287333746,Shoes,Brunello Cucinelli,207 Results,Shoes,Sneakers,Court,Shearling-lined nubuck sneakers,1495
https://www.net-a-porter.com/en-us/shop/product/brunello-cucinelli/lifestyle/decorative-objects/cable-knit-cashmere-cushion/1647597303756378,Home,Brunello Cucinelli,207 Results,Home,Decorative Objects,N/A,Cable-knit cashmere cushion,1050
https://www.net-a-porter.com/en-us/shop/product/brunello-cucinelli/accessories/tableware/set-of-three-ceramic-bowls/46376663162531920,Home,Brunello Cucinelli,207 Results,Home,Tableware,N/A,Set of three ceramic bowls,495
https://www.net-a-porter.com/en-us/shop/product/brunello-cucinelli/accessories/tableware/set-of-three-ceramic-bowls/1647597288658696,Home,Brunello Cucinelli,207 Results,Home,Tableware,N/A,Set of three ceramic bowls,495
https://www.net-a-porter.com/en-us/shop/product/brunello-cucinelli/lifestyle/decorative-objects/cable-knit-cashmere-pillow/1647597283559020,Home,Brunello Cucinelli,207 Results,Home,Decorative Objects,N/A,Cable-knit cashmere pillow,1050
https://www.net-a-porter.com/en-us/shop/product/brunello-cucinelli/clothing/round-neck/cropped-sequin-embellished-cable-knit-linen-blend-vest/1647597303765932,Clothing,Brunello Cucinelli,207 Results,Clothing,Knitwear,Sweater,Cropped sequin-embellished cable-knit linen-blend vest,1250
https://www.net-a-porter.com/en-us/shop/product/brunello-cucinelli/clothing/maxi/pleated-silk-chiffon-midi-skirt/1647597303765920,Clothing,Brunello Cucinelli,207 Results,Clothing,Skirts,Maxi Skirts,Pleated silk-chiffon midi skirt,2095
https://www.net-a-porter.com/en-us/shop/product/brunello-cucinelli/clothing/wide-leg/pleated-mid-rise-wide-leg-jeans/1647597303556763,Clothing,Brunello Cucinelli,207 Results,Clothing,Jeans,Wide Leg,Pleated mid-rise wide-leg jeans,1595
https://www.net-a-porter.com/en-us/shop/product/brunello-cucinelli/accessories/collectables/ceramic-vase/29419655932738148,Home,Brunello Cucinelli,207 Results,Home,Decorative Objects,N/A,Ceramic vase,375
https://www.net-a-porter.com/en-us/shop/product/brunello-cucinelli/lifestyle/tableware/walnut-wood-and-stone-box/1647597294527096,Home,Brunello Cucinelli,207 Results,Home,Tableware,N/A,Walnut wood and stone box,895
https://www.net-a-porter.com/en-us/shop/product/brunello-cucinelli/accessories/collectables/set-of-two-glazed-ceramic-bowls/1647597288658694,Home,Brunello Cucinelli,207 Results,Home,Tableware,N/A,Set of two glazed ceramic bowls,420
https://www.net-a-porter.com/en-us/shop/product/brunello-cucinelli/accessories/throws/ribbed-cashmere-down-cushion/29419655932738139,Home,Brunello Cucinelli,207 Results,Home,Throws and Cushions,N/A,Ribbed cashmere down cushion,725
https://www.net-a-porter.com/en-us/shop/product/brunello-cucinelli/accessories/throws/two-tone-cashmere-blanket/46376663162531922,Home,Brunello Cucinelli,207 Results,Home,Throws and Cushions,N/A,Two-tone cashmere blanket,2950
https://www.net-a-porter.com/en-us/shop/product/brunello-cucinelli/lifestyle/decorative-objects/fringed-striped-linen-blend-blanket/1647597303756384,Home,Brunello Cucinelli,207 Results,Home,Decorative Objects,N/A,Fringed striped linen-blend blanket,850
https://www.net-a-porter.com/en-us/shop/product/brunello-cucinelli/accessories/collectables/walnut-and-leather-bowls-set/29419655932738141,Home,Brunello Cucinelli,207 Results,Home,Decorative Objects,N/A,Walnut and leather bowls set,2550
https://www.net-a-porter.com/en-us/shop/product/brunello-cucinelli/lifestyle/tableware/set-of-four-bead-embellished-linen-napkins/29419655932738138,Home,Brunello Cucinelli,207 Results,Home,Tableware,N/A,Set of four bead-embellished linen napkins,720
https://www.net-a-porter.com/en-us/shop/product/brunello-cucinelli/clothing/blazers/double-breasted-melange-wool-blazer/1647597295028965,Clothing,Brunello Cucinelli,207 Results,Clothing,Jackets,N/A,Double-breasted mélange wool blazer,4195
https://www.net-a-porter.com/en-us/shop/product/brunello-cucinelli/bags/tote-bags/webbing-and-leather-trimmed-canvas-tote/1647597298274072,Bags,Brunello Cucinelli,207 Results,Bags,Tote Bags,N/A,Webbing and leather-trimmed canvas tote,1990
https://www.net-a-porter.com/en-us/shop/product/brunello-cucinelli/lifestyle/decorative-objects/walnut-wood-and-krion-noughts-and-crosses-set/1647597288658698,Home,Brunello Cucinelli,207 Results,Home,Decorative Objects,N/A,Walnut wood and Krion noughts and crosses set,1250
https://www.net-a-porter.com/en-us/shop/product/brunello-cucinelli/accessories/collectables/walnut-wood-and-krion-noughts-and-crosses-set/13452677150094885,Home,Brunello Cucinelli,207 Results,Home,Decorative Objects,N/A,Walnut wood and Krion noughts and crosses set,1025
https://www.net-a-porter.com/en-us/shop/product/brunello-cucinelli/accessories/fedoras/bead-embellished-striped-straw-fedora/1647597302653395,Accessories,Brunello Cucinelli,207 Results,Accessories,Hats,Fedoras,Bead-embellished striped straw fedora,1195
https://www.net-a-porter.com/en-us/shop/product/brunello-cucinelli/clothing/maxi/embellished-cotton-voile-maxi-skirt/38063312420409580,Clothing,Brunello Cucinelli,207 Results,Clothing,Skirts,Maxi Skirts,Embellished cotton-voile maxi skirt,2995
https://www.net-a-porter.com/en-us/shop/product/brunello-cucinelli/clothing/straight-leg/pleated-wool-blend-tapered-pants/1647597303765913,Clothing,Brunello Cucinelli,207 Results,Clothing,Pants,Straight Leg,Pleated wool-blend tapered pants,1495
https://www.net-a-porter.com/en-us/shop/product/brunello-cucinelli/shoes/ankle/shearling-and-suede-ankle-boots/1647597287333742,Shoes,Brunello Cucinelli,207 Results,Shoes,Boots,Ankle,Shearling and suede ankle boots,2495
https://www.net-a-porter.com/en-us/shop/product/brunello-cucinelli/shoes/flat/bead-embellished-leather-slides/27086482323821613,Shoes,Brunello Cucinelli,207 Results,Shoes,Sandals,Simple,Bead-embellished leather slides,695
https://www.net-a-porter.com/en-us/shop/product/brunello-cucinelli/clothing/casual-jackets/bead-embellished-shearling-lined-leather-jacket/46376663162454417,Clothing,Brunello Cucinelli,207 Results,Clothing,Jackets,N/A,Bead-embellished shearling-lined leather jacket,13450
https://www.net-a-porter.com/en-us/shop/product/brunello-cucinelli/shoes/flat/embellished-shearling-lined-suede-slides/1647597287333743,Shoes,Brunello Cucinelli,207 Results,Shoes,Sandals,Flat Sandals,Embellished shearling-lined suede slides,1195
https://www.net-a-porter.com/en-us/shop/product/brunello-cucinelli/clothing/cardigans/open-knit-camel-hair-and-silk-blend-cardigan/43769801095727923,Clothing,Brunello Cucinelli,207 Results,Clothing,Knitwear,Cardigan,Open-knit camel hair and silk-blend cardigan,3495
https://www.net-a-porter.com/en-us/shop/product/brunello-cucinelli/clothing/turtleneck/metallic-cashmere-blend-turtleneck-sweater/13452677153288152,Clothing,Brunello Cucinelli,207 Results,Clothing,Knitwear,Sweater,Metallic cashmere-blend turtleneck sweater,1195
https://www.net-a-porter.com/en-us/shop/product/brunello-cucinelli/clothing/turtleneck/metallic-ribbed-cashmere-blend-top/13452677153288216,Clothing,Brunello Cucinelli,207 Results,Clothing,Knitwear,Sweater,Metallic ribbed cashmere-blend top,1295
https://www.net-a-porter.com/en-us/shop/product/brunello-cucinelli/accessories/decorative-objects/glass-suede-and-cork-hourglass/34344356237146682,Home,Brunello Cucinelli,207 Results,Home,Decorative Objects,N/A,"Glass, suede and cork hourglass",730
https://www.net-a-porter.com/en-us/shop/product/brunello-cucinelli/clothing/round-neck/cropped-sequin-embellished-jacquard-knit-sweater/1647597303556795,Clothing,Brunello Cucinelli,207 Results,Clothing,Knitwear,Sweater,Cropped sequin-embellished jacquard-knit sweater,2595
