ProductUrl,MainCategory,Brand,ProductCategory,ProductSubCategory,ProductName,Price
https://www.farfetch.com/shopping/women/gude-love-bag-twist-lock-tote-item-19931302.aspx?storeid=9446,Women Home,gu_de,Bags,Tote Bags,Love Bag twist-lock tote,$655
https://www.farfetch.com/shopping/women/gude-knitted-tote-bag-item-19930742.aspx?storeid=9446,Women Home,gu_de,Bags,Tote Bags,knitted tote bag,$328
https://www.farfetch.com/shopping/women/gude-love-bag-twist-lock-tote-item-19931298.aspx?storeid=9446,Women Home,gu_de,Bags,Tote Bags,Love Bag twist-lock tote,$655
https://www.farfetch.com/shopping/women/gude-love-bag-twist-lock-tote-item-19933133.aspx?storeid=9446,Women Home,gu_de,Bags,Tote Bags,Love Bag twist-lock tote,$618
https://www.farfetch.com/shopping/women/gude-love-bag-twist-lock-tote-item-19930745.aspx?storeid=9446,Women Home,gu_de,Bags,Tote Bags,Love Bag twist-lock tote,$655
https://www.farfetch.com/shopping/women/gude-mini-love-leather-tote-item-19931304.aspx?storeid=9446,Women Home,gu_de,Bags,Tote Bags,mini Love leather tote,$480
