ProductUrl,MainCategory,Brand,ProductCategory,ProductSubCategory,ProductName,Price
https://www.farfetch.com/shopping/women/gude-love-bag-leather-tote-bag-item-19933134.aspx?storeid=9446,Women Home,gu_de,Bags,Tote Bags,Love Bag leather tote bag,$757
https://www.farfetch.com/shopping/women/gude-grained-texture-leather-tote-bag-item-19933127.aspx?storeid=9446,Women Home,gu_de,Bags,Tote Bags,grained-texture leather tote bag,$480
https://www.farfetch.com/shopping/women/gude-love-bag-twist-lock-tote-item-19930735.aspx?storeid=9446,Women Home,gu_de,Bags,Tote Bags,Love Bag twist-lock tote,$706
https://www.farfetch.com/shopping/women/gude-knitted-tote-bag-item-19931290.aspx?storeid=9446,Women Home,gu_de,Bags,Tote Bags,knitted tote bag,$428
https://www.farfetch.com/shopping/women/gude-leather-tote-bag-item-19930739.aspx?storeid=9446,Women Home,gu_de,Bags,Tote Bags,leather tote bag,$480
https://www.farfetch.com/shopping/women/gude-love-bag-leather-tote-bag-item-19933124.aspx?storeid=9446,Women Home,gu_de,Bags,Tote Bags,Love Bag leather tote bag,$757
